2.342015838623046875e+01,2.432015800476074219e+01,2.828017997741699219e+01,2.954014778137207031e+01,3.368017959594726562e+01,3.710017013549804688e+01,3.674014663696289062e+01,3.260017013549804688e+01,2.810017013549804688e+01,2.648018074035644531e+01,3.170016860961914062e+01,3.278018188476562500e+01,3.350016784667968750e+01,3.026013565063476562e+01,2.792015838623046875e+01,2.990016937255859375e+01,3.260017013549804688e+01,3.026013565063476562e+01,2.486013603210449219e+01,2.576013755798339844e+01,2.378017997741699219e+01,2.036013603210449219e+01,2.360017013549804688e+01,3.044014739990234375e+01,3.314014816284179688e+01,3.350016784667968750e+01,3.782015991210937500e+01,3.890016937255859375e+01,3.908018112182617188e+01,3.854014587402343750e+01,3.908018112182617188e+01,3.710017013549804688e+01,3.530017089843750000e+01,3.962015914916992188e+01,4.214014816284179688e+01,4.250016784667968750e+01,4.304014587402343750e+01,4.412015914916992188e+01,4.430016708374023438e+01,4.520016860961914062e+01,4.538018035888671875e+01,4.556013488769531250e+01,4.592015838623046875e+01,4.646013641357421875e+01,4.682015609741210938e+01
2.684014701843261719e+01,3.152015876770019531e+01,3.476013565063476562e+01,3.890016937255859375e+01,4.232015609741210938e+01,4.070016860961914062e+01,3.962015914916992188e+01,3.692015838623046875e+01,3.332015991210937500e+01,3.188018035888671875e+01,3.206013488769531250e+01,3.170016860961914062e+01,2.846013641357421875e+01,2.972015762329101562e+01,2.756013679504394531e+01,2.630016899108886719e+01,2.972015762329101562e+01,2.702015876770019531e+01,2.450016975402832031e+01,2.504014778137207031e+01,2.504014778137207031e+01,1.838018035888671875e+01,2.018018150329589844e+01,3.134014701843261719e+01,3.260017013549804688e+01,3.296013641357421875e+01,3.404014587402343750e+01,3.368017959594726562e+01,4.016013717651367188e+01,4.286013412475585938e+01,4.268017959594726562e+01,4.034014511108398438e+01,3.854014587402343750e+01,3.764014816284179688e+01,4.106013488769531250e+01,4.304014587402343750e+01,4.340016937255859375e+01,4.376013565063476562e+01,4.412015914916992188e+01,4.574014663696289062e+01,4.718017959594726562e+01,4.790016937255859375e+01,4.826013565063476562e+01,4.790016937255859375e+01,4.844014739990234375e+01
2.396013641357421875e+01,2.810017013549804688e+01,2.684014701843261719e+01,3.116013717651367188e+01,3.962015914916992188e+01,4.088018035888671875e+01,3.962015914916992188e+01,3.692015838623046875e+01,3.278018188476562500e+01,3.260017013549804688e+01,2.900016975402832031e+01,3.062015914916992188e+01,3.116013717651367188e+01,3.044014739990234375e+01,2.702015876770019531e+01,2.162015914916992188e+01,2.414014816284179688e+01,2.540016937255859375e+01,2.468018150329589844e+01,2.504014778137207031e+01,2.252015876770019531e+01,1.820017051696777344e+01,2.036013603210449219e+01,3.116013717651367188e+01,3.206013488769531250e+01,3.206013488769531250e+01,3.242015838623046875e+01,3.296013641357421875e+01,3.782015991210937500e+01,4.250016784667968750e+01,4.232015609741210938e+01,4.142015838623046875e+01,4.232015609741210938e+01,4.106013488769531250e+01,4.088018035888671875e+01,4.160017013549804688e+01,4.448017883300781250e+01,4.466013717651367188e+01,4.484014511108398438e+01,4.502015686035156250e+01,4.574014663696289062e+01,4.646013641357421875e+01,4.736013412475585938e+01,4.754014587402343750e+01,4.826013565063476562e+01
2.972015762329101562e+01,3.152015876770019531e+01,2.900016975402832031e+01,2.864014816284179688e+01,3.224014663696289062e+01,3.170016860961914062e+01,3.188018035888671875e+01,3.026013565063476562e+01,2.846013641357421875e+01,2.810017013549804688e+01,2.594014739990234375e+01,2.702015876770019531e+01,2.882015800476074219e+01,2.828017997741699219e+01,2.540016937255859375e+01,2.378017997741699219e+01,3.116013717651367188e+01,2.972015762329101562e+01,2.432015800476074219e+01,1.964014816284179688e+01,1.694014739990234375e+01,1.460017013549804688e+01,2.018018150329589844e+01,2.792015838623046875e+01,3.404014587402343750e+01,3.332015991210937500e+01,3.386013793945312500e+01,3.710017013549804688e+01,4.052015686035156250e+01,4.160017013549804688e+01,4.052015686035156250e+01,4.088018035888671875e+01,4.142015838623046875e+01,4.196013641357421875e+01,4.178017807006835938e+01,4.214014816284179688e+01,4.250016784667968750e+01,4.394014739990234375e+01,4.430016708374023438e+01,4.556013488769531250e+01,4.592015838623046875e+01,4.664014816284179688e+01,4.808018112182617188e+01,4.844014739990234375e+01,4.934014511108398438e+01
2.990016937255859375e+01,3.674014663696289062e+01,3.602015686035156250e+01,2.810017013549804688e+01,2.882015800476074219e+01,2.756013679504394531e+01,2.846013641357421875e+01,2.666013717651367188e+01,2.918017959594726562e+01,3.008018112182617188e+01,2.810017013549804688e+01,2.882015800476074219e+01,3.116013717651367188e+01,3.368017959594726562e+01,2.936013603210449219e+01,3.152015876770019531e+01,2.774014854431152344e+01,2.558018112182617188e+01,2.288018035888671875e+01,2.000016975402832031e+01,1.802015876770019531e+01,1.640016937255859375e+01,1.910017013549804688e+01,2.594014739990234375e+01,3.170016860961914062e+01,3.224014663696289062e+01,3.440016937255859375e+01,3.872015762329101562e+01,4.016013717651367188e+01,4.034014511108398438e+01,4.034014511108398438e+01,4.124014663696289062e+01,4.196013641357421875e+01,4.160017013549804688e+01,4.304014587402343750e+01,4.502015686035156250e+01,4.574014663696289062e+01,4.664014816284179688e+01,4.808018112182617188e+01,4.952015686035156250e+01,4.988018035888671875e+01,4.898017883300781250e+01,5.006013488769531250e+01,4.988018035888671875e+01,5.060017013549804688e+01
3.296013641357421875e+01,3.692015838623046875e+01,3.674014663696289062e+01,3.818017959594726562e+01,3.134014701843261719e+01,2.486013603210449219e+01,2.720017051696777344e+01,3.422015762329101562e+01,3.746013641357421875e+01,3.836013793945312500e+01,3.458018112182617188e+01,3.602015686035156250e+01,3.008018112182617188e+01,2.450016975402832031e+01,2.396013641357421875e+01,2.594014739990234375e+01,2.702015876770019531e+01,2.612015914916992188e+01,2.126013755798339844e+01,1.856013679504394531e+01,2.036013603210449219e+01,2.090016937255859375e+01,1.946013641357421875e+01,2.630016899108886719e+01,2.792015838623046875e+01,3.134014701843261719e+01,3.296013641357421875e+01,3.674014663696289062e+01,3.854014587402343750e+01,3.890016937255859375e+01,3.944014739990234375e+01,3.998017883300781250e+01,4.052015686035156250e+01,4.160017013549804688e+01,4.286013412475585938e+01,4.394014739990234375e+01,4.502015686035156250e+01,4.628017807006835938e+01,4.736013412475585938e+01,4.862015914916992188e+01,4.934014511108398438e+01,4.970016860961914062e+01,4.898017883300781250e+01,4.934014511108398438e+01,5.024014663696289062e+01
3.314014816284179688e+01,3.512015914916992188e+01,3.800016784667968750e+01,4.304014587402343750e+01,3.782015991210937500e+01,3.764014816284179688e+01,4.088018035888671875e+01,4.070016860961914062e+01,3.296013641357421875e+01,3.224014663696289062e+01,3.746013641357421875e+01,2.882015800476074219e+01,2.756013679504394531e+01,2.522015953063964844e+01,2.792015838623046875e+01,2.396013641357421875e+01,2.180016899108886719e+01,2.180016899108886719e+01,1.928018188476562500e+01,2.090016937255859375e+01,2.270017051696777344e+01,2.252015876770019531e+01,2.324014854431152344e+01,2.522015953063964844e+01,2.450016975402832031e+01,3.296013641357421875e+01,3.548017883300781250e+01,3.674014663696289062e+01,3.800016784667968750e+01,3.890016937255859375e+01,3.980017089843750000e+01,3.998017883300781250e+01,4.070016860961914062e+01,4.124014663696289062e+01,4.196013641357421875e+01,4.322015762329101562e+01,4.448017883300781250e+01,4.574014663696289062e+01,4.700016784667968750e+01,4.790016937255859375e+01,4.898017883300781250e+01,4.916013717651367188e+01,4.862015914916992188e+01,4.808018112182617188e+01,4.844014739990234375e+01
3.422015762329101562e+01,3.422015762329101562e+01,3.962015914916992188e+01,4.340016937255859375e+01,4.124014663696289062e+01,4.142015838623046875e+01,4.250016784667968750e+01,3.800016784667968750e+01,3.008018112182617188e+01,2.594014739990234375e+01,3.026013565063476562e+01,3.818017959594726562e+01,4.088018035888671875e+01,3.422015762329101562e+01,2.846013641357421875e+01,2.216013717651367188e+01,2.486013603210449219e+01,2.468018150329589844e+01,2.054014778137207031e+01,2.144014739990234375e+01,2.270017051696777344e+01,2.072015953063964844e+01,2.234014701843261719e+01,2.918017959594726562e+01,2.468018150329589844e+01,3.782015991210937500e+01,3.800016784667968750e+01,3.764014816284179688e+01,3.818017959594726562e+01,3.872015762329101562e+01,3.998017883300781250e+01,3.998017883300781250e+01,4.106013488769531250e+01,4.142015838623046875e+01,4.232015609741210938e+01,4.322015762329101562e+01,4.412015914916992188e+01,4.484014511108398438e+01,4.556013488769531250e+01,4.664014816284179688e+01,4.790016937255859375e+01,4.844014739990234375e+01,4.898017883300781250e+01,4.988018035888671875e+01,5.006013488769531250e+01
3.890016937255859375e+01,4.070016860961914062e+01,4.070016860961914062e+01,3.944014739990234375e+01,4.142015838623046875e+01,4.160017013549804688e+01,4.070016860961914062e+01,2.414014816284179688e+01,2.972015762329101562e+01,3.224014663696289062e+01,2.612015914916992188e+01,2.864014816284179688e+01,3.620016860961914062e+01,3.188018035888671875e+01,2.738018035888671875e+01,2.504014778137207031e+01,2.252015876770019531e+01,2.180016899108886719e+01,2.468018150329589844e+01,2.180016899108886719e+01,2.396013641357421875e+01,2.882015800476074219e+01,3.152015876770019531e+01,4.322015762329101562e+01,4.268017959594726562e+01,4.088018035888671875e+01,4.142015838623046875e+01,3.998017883300781250e+01,3.926013565063476562e+01,3.962015914916992188e+01,4.124014663696289062e+01,4.232015609741210938e+01,4.268017959594726562e+01,4.286013412475585938e+01,4.340016937255859375e+01,4.358018112182617188e+01,4.394014739990234375e+01,4.502015686035156250e+01,4.574014663696289062e+01,4.664014816284179688e+01,4.700016784667968750e+01,4.754014587402343750e+01,4.826013565063476562e+01,4.970016860961914062e+01,5.096013641357421875e+01
4.106013488769531250e+01,4.160017013549804688e+01,4.088018035888671875e+01,3.854014587402343750e+01,4.142015838623046875e+01,4.070016860961914062e+01,3.584014892578125000e+01,3.170016860961914062e+01,3.620016860961914062e+01,3.584014892578125000e+01,3.368017959594726562e+01,2.990016937255859375e+01,2.720017051696777344e+01,2.720017051696777344e+01,2.270017051696777344e+01,2.522015953063964844e+01,2.324014854431152344e+01,2.234014701843261719e+01,2.306013679504394531e+01,2.342015838623046875e+01,2.396013641357421875e+01,2.594014739990234375e+01,3.080016899108886719e+01,3.548017883300781250e+01,4.052015686035156250e+01,4.376013565063476562e+01,4.304014587402343750e+01,4.358018112182617188e+01,4.142015838623046875e+01,4.232015609741210938e+01,4.286013412475585938e+01,4.322015762329101562e+01,4.250016784667968750e+01,4.502015686035156250e+01,4.502015686035156250e+01,4.448017883300781250e+01,4.466013717651367188e+01,4.538018035888671875e+01,4.610017013549804688e+01,4.700016784667968750e+01,4.736013412475585938e+01,4.790016937255859375e+01,4.862015914916992188e+01,4.988018035888671875e+01,5.132015609741210938e+01
3.296013641357421875e+01,3.242015838623046875e+01,4.160017013549804688e+01,3.926013565063476562e+01,3.602015686035156250e+01,3.026013565063476562e+01,2.828017997741699219e+01,2.864014816284179688e+01,3.116013717651367188e+01,3.386013793945312500e+01,2.774014854431152344e+01,2.450016975402832031e+01,2.342015838623046875e+01,2.036013603210449219e+01,1.820017051696777344e+01,2.108018112182617188e+01,1.838018035888671875e+01,1.964014816284179688e+01,2.288018035888671875e+01,2.720017051696777344e+01,2.882015800476074219e+01,2.702015876770019531e+01,2.558018112182617188e+01,2.648018074035644531e+01,3.170016860961914062e+01,3.872015762329101562e+01,4.016013717651367188e+01,4.142015838623046875e+01,4.232015609741210938e+01,4.268017959594726562e+01,4.304014587402343750e+01,4.520016860961914062e+01,4.448017883300781250e+01,4.538018035888671875e+01,4.682015609741210938e+01,4.646013641357421875e+01,4.574014663696289062e+01,4.664014816284179688e+01,4.682015609741210938e+01,4.718017959594726562e+01,4.754014587402343750e+01,4.736013412475585938e+01,4.808018112182617188e+01,4.934014511108398438e+01,5.042015838623046875e+01
3.710017013549804688e+01,4.070016860961914062e+01,4.466013717651367188e+01,3.854014587402343750e+01,2.792015838623046875e+01,2.810017013549804688e+01,2.864014816284179688e+01,3.134014701843261719e+01,3.044014739990234375e+01,2.900016975402832031e+01,2.684014701843261719e+01,2.288018035888671875e+01,2.108018112182617188e+01,1.928018188476562500e+01,1.604014778137207031e+01,1.784014892578125000e+01,1.802015876770019531e+01,1.892015838623046875e+01,2.630016899108886719e+01,3.080016899108886719e+01,2.936013603210449219e+01,3.152015876770019531e+01,2.900016975402832031e+01,3.008018112182617188e+01,3.728018188476562500e+01,3.746013641357421875e+01,3.746013641357421875e+01,3.926013565063476562e+01,4.142015838623046875e+01,4.178017807006835938e+01,4.466013717651367188e+01,4.556013488769531250e+01,4.520016860961914062e+01,4.502015686035156250e+01,4.556013488769531250e+01,4.628017807006835938e+01,4.682015609741210938e+01,4.736013412475585938e+01,4.754014587402343750e+01,4.736013412475585938e+01,4.718017959594726562e+01,4.718017959594726562e+01,4.772015762329101562e+01,4.898017883300781250e+01,5.006013488769531250e+01
3.908018112182617188e+01,4.286013412475585938e+01,4.178017807006835938e+01,3.908018112182617188e+01,3.260017013549804688e+01,3.764014816284179688e+01,3.926013565063476562e+01,3.998017883300781250e+01,3.818017959594726562e+01,3.080016899108886719e+01,2.900016975402832031e+01,2.702015876770019531e+01,2.144014739990234375e+01,2.504014778137207031e+01,2.216013717651367188e+01,2.288018035888671875e+01,1.928018188476562500e+01,2.126013755798339844e+01,2.234014701843261719e+01,2.810017013549804688e+01,3.080016899108886719e+01,2.990016937255859375e+01,2.990016937255859375e+01,2.612015914916992188e+01,3.260017013549804688e+01,3.584014892578125000e+01,3.764014816284179688e+01,3.998017883300781250e+01,3.926013565063476562e+01,4.088018035888671875e+01,4.358018112182617188e+01,4.322015762329101562e+01,4.412015914916992188e+01,4.574014663696289062e+01,4.610017013549804688e+01,4.610017013549804688e+01,4.664014816284179688e+01,4.718017959594726562e+01,4.754014587402343750e+01,4.754014587402343750e+01,4.844014739990234375e+01,4.808018112182617188e+01,4.826013565063476562e+01,5.006013488769531250e+01,5.006013488769531250e+01
3.710017013549804688e+01,4.070016860961914062e+01,4.304014587402343750e+01,4.124014663696289062e+01,3.800016784667968750e+01,4.052015686035156250e+01,4.214014816284179688e+01,4.232015609741210938e+01,4.124014663696289062e+01,3.314014816284179688e+01,3.206013488769531250e+01,3.080016899108886719e+01,3.062015914916992188e+01,3.404014587402343750e+01,3.260017013549804688e+01,3.242015838623046875e+01,3.044014739990234375e+01,2.288018035888671875e+01,1.856013679504394531e+01,2.864014816284179688e+01,3.152015876770019531e+01,2.990016937255859375e+01,2.954014778137207031e+01,2.108018112182617188e+01,2.612015914916992188e+01,3.908018112182617188e+01,3.908018112182617188e+01,4.034014511108398438e+01,4.142015838623046875e+01,4.070016860961914062e+01,4.016013717651367188e+01,4.232015609741210938e+01,4.304014587402343750e+01,4.502015686035156250e+01,4.502015686035156250e+01,4.556013488769531250e+01,4.664014816284179688e+01,4.646013641357421875e+01,4.664014816284179688e+01,4.700016784667968750e+01,4.790016937255859375e+01,4.862015914916992188e+01,4.898017883300781250e+01,5.060017013549804688e+01,5.114014816284179688e+01
3.656013488769531250e+01,3.566013717651367188e+01,4.016013717651367188e+01,3.998017883300781250e+01,4.052015686035156250e+01,4.052015686035156250e+01,3.998017883300781250e+01,3.980017089843750000e+01,4.106013488769531250e+01,3.854014587402343750e+01,3.440016937255859375e+01,3.494014739990234375e+01,3.638018035888671875e+01,3.602015686035156250e+01,3.584014892578125000e+01,3.350016784667968750e+01,3.188018035888671875e+01,2.756013679504394531e+01,2.270017051696777344e+01,2.558018112182617188e+01,3.134014701843261719e+01,3.350016784667968750e+01,3.116013717651367188e+01,1.982015991210937500e+01,3.044014739990234375e+01,3.602015686035156250e+01,3.566013717651367188e+01,3.602015686035156250e+01,3.872015762329101562e+01,4.160017013549804688e+01,4.340016937255859375e+01,4.448017883300781250e+01,4.538018035888671875e+01,4.754014587402343750e+01,4.628017807006835938e+01,4.646013641357421875e+01,4.538018035888671875e+01,4.682015609741210938e+01,4.718017959594726562e+01,4.682015609741210938e+01,4.826013565063476562e+01,4.916013717651367188e+01,5.078017807006835938e+01,5.168017959594726562e+01,5.240016937255859375e+01
